,zipcode,lat,long,price_est
68,98042,47.3621,-122.11,204000.0
69,98004,47.6303,-122.215,1330000.0
71,98034,47.7362,-122.179,325000.0
72,98125,47.7168,-122.287,571000.0
73,98038,47.3608,-122.036,360000.0
74,98042,47.3511,-122.073,349000.0
75,98075,47.5822,-121.98700000000001,832500.0
76,98008,47.6034,-122.125,380000.0
77,98116,47.5636,-122.39399999999999,480000.0
78,98133,47.7073,-122.34,410000.0
79,98010,47.342,-122.025,720000.0
80,98038,47.3512,-122.008,390000.0
81,98038,47.349,-122.031,360000.0
82,98118,47.5474,-122.291,355000.0
83,98059,47.4811,-122.149,356000.0
84,98125,47.7264,-122.31,315000.0
85,98119,47.6337,-122.365,940000.0
86,98092,47.2909,-122.189,305000.0
87,98056,47.5228,-122.199,461000.0
88,98056,47.518,-122.194,215000.0
89,98136,47.5394,-122.387,335000.0
90,98023,47.2897,-122.37200000000001,243500.0
91,98199,47.6506,-122.391,1100000.0
92,98023,47.321999999999996,-122.351,153000.0
93,98117,47.687,-122.38600000000001,430000.0
94,98117,47.687,-122.38600000000001,700000.0
95,98040,47.5873,-122.249,905000.0
96,98032,47.3576,-122.277,247500.0
97,98023,47.3036,-122.37799999999999,199000.0
100,98102,47.6415,-122.315,850830.0
101,98117,47.6775,-122.37200000000001,555000.0
102,98077,47.7731,-122.08,699950.0
103,98004,47.5814,-122.196,1090000.0
104,98058,47.4375,-122.184,290000.0
105,98058,47.4431,-122.133,375000.0
106,98117,47.6878,-122.38,460000.0
107,98198,47.3813,-122.322,188500.0
108,98077,47.7304,-122.08200000000001,680000.0
109,98052,47.6417,-122.109,470000.0
110,98027,47.5386,-122.053,597750.0
111,98103,47.6823,-122.34899999999999,570000.0
112,98038,47.3624,-122.031,272500.0
113,98108,47.5474,-122.295,329950.0
114,98001,47.3183,-122.25299999999999,480000.0
115,98117,47.6981,-122.368,740500.0
116,98103,47.6824,-122.34700000000001,518500.0
117,98178,47.5009,-122.24799999999999,205425.0
118,98168,47.4965,-122.303,171800.0
119,98144,47.586999999999996,-122.294,535000.0
120,98177,47.7728,-122.38600000000001,660000.0
121,98034,47.7288,-122.226,391500.0
122,98117,47.6999,-122.36399999999999,395000.0
123,98118,47.5299,-122.266,445000.0
124,98052,47.6897,-122.098,770000.0
125,98004,47.6141,-122.212,1450000.0
126,98178,47.5091,-122.244,445000.0
127,98023,47.3129,-122.39,260000.0
128,98103,47.6763,-122.352,822500.0
129,98065,47.5319,-121.85,430000.0
130,98092,47.2761,-122.152,212000.0
131,98027,47.5343,-122.054,660500.0
132,98052,47.696999999999996,-122.072,784000.0
133,98029,47.5517,-121.99799999999999,453246.0
134,98107,47.6734,-122.38,675000.0
135,98003,47.3257,-122.296,199000.0
136,98003,47.3309,-122.29899999999999,220000.0
137,98028,47.7689,-122.266,452000.0
138,98125,47.7135,-122.287,382500.0
139,98107,47.6722,-122.381,519950.0
140,98119,47.6338,-122.35799999999999,665000.0
141,98006,47.5707,-122.12799999999999,527700.0
142,98058,47.4563,-122.171,205000.0
143,98133,47.7144,-122.351,420000.0
144,98006,47.5495,-122.17399999999999,500000.0
146,98109,47.6354,-122.353,890000.0
148,98032,47.3887,-122.286,258000.0
149,98103,47.6873,-122.336,511000.0
150,98103,47.6838,-122.353,532170.0
151,98107,47.655,-122.359,560000.0
152,98003,47.3255,-122.304,282950.0
154,98115,47.678999999999995,-122.3,350000.0
155,98058,47.4479,-122.176,215000.0
156,98056,47.525,-122.17200000000001,650000.0
157,98023,47.3135,-122.369,320000.0
158,98022,47.2086,-121.99600000000001,247000.0
159,98059,47.4715,-122.118,320000.0
160,98146,47.4877,-122.335,255000.0
161,98034,47.7171,-122.193,438000.0
162,98075,47.6012,-122.023,900000.0
163,98034,47.7319,-122.22399999999999,441000.0
164,98027,47.4582,-122.023,420000.0
165,98034,47.7209,-122.16799999999999,370000.0
166,98198,47.408,-122.32700000000001,269950.0
167,98006,47.565,-122.125,807100.0
168,98034,47.7028,-122.23100000000001,653000.0
169,98133,47.7458,-122.331,371500.0
170,98166,47.4776,-122.337,284000.0
171,98023,47.3026,-122.374,272000.0
172,98133,47.7658,-122.339,313000.0
173,98033,47.6477,-122.182,917500.0
174,98006,47.5619,-122.125,673000.0
175,98122,47.6106,-122.31,425000.0
176,98144,47.5868,-122.30799999999999,399950.0
177,98122,47.6101,-122.307,385000.0
178,98022,47.1976,-121.999,269950.0
179,98177,47.7224,-122.35799999999999,330000.0
180,98030,47.3505,-122.179,260000.0
181,98126,47.5384,-122.376,470000.0
182,98034,47.7044,-122.2,589000.0
183,98038,47.3848,-122.039,163500.0
184,98052,47.6993,-122.102,835000.0
186,98023,47.3099,-122.37899999999999,269000.0
187,98074,47.62,-122.04299999999999,560000.0
188,98103,47.65,-122.34,615000.0
189,98052,47.6647,-122.15299999999999,585188.0
190,98034,47.726000000000006,-122.191,305000.0
191,98058,47.4616,-122.184,166950.0
192,98040,47.5505,-122.219,799000.0
193,98133,47.7606,-122.336,400000.0
194,98155,47.7481,-122.3,230000.0
195,98023,47.2779,-122.34700000000001,256883.0
196,98108,47.5511,-122.31200000000001,423000.0
197,98126,47.5488,-122.37200000000001,465000.0
198,98024,47.5385,-121.911,440000.0
200,98056,47.5093,-122.184,210000.0
201,98042,47.3777,-122.165,297000.0
202,98107,47.675,-122.39399999999999,470000.0
203,98023,47.3025,-122.37,226500.0
204,98059,47.4787,-122.15799999999999,274250.0
205,98040,47.5378,-122.219,840000.0
206,98052,47.7073,-122.11399999999999,677900.0
207,98116,47.5733,-122.381,425000.0
208,98166,47.4604,-122.339,180250.0
209,98133,47.7067,-122.34299999999999,464000.0
210,98038,47.354,-122.04700000000001,320000.0
211,98105,47.6647,-122.28399999999999,625504.0
212,98074,47.6143,-122.01700000000001,592500.0
213,98001,47.3185,-122.275,465000.0
214,98118,47.5458,-122.26799999999999,477000.0
215,98168,47.4889,-122.29899999999999,280000.0
217,98146,47.5133,-122.37899999999999,445838.0
219,98177,47.7145,-122.367,467000.0
220,98075,47.5836,-122.02600000000001,686000.0
221,98198,47.398,-122.29899999999999,279950.0
222,98011,47.7663,-122.215,527000.0
223,98030,47.3758,-122.21700000000001,325000.0
224,98038,47.3828,-122.023,328000.0
225,98146,47.5123,-122.37299999999999,390000.0
226,98053,47.7076,-122.01299999999999,479950.0
227,98023,47.2922,-122.37100000000001,264950.0
228,98031,47.4075,-122.214,235000.0
229,98053,47.6794,-122.03399999999999,516500.0
231,98059,47.5218,-122.164,500000.0
232,98023,47.3103,-122.339,315000.0
233,98024,47.5687,-121.899,213000.0
234,98108,47.5575,-122.303,475000.0
235,98033,47.6489,-122.18299999999999,1030000.0
236,98010,47.3459,-121.95,416000.0
237,98122,47.6136,-122.303,410000.0
240,98003,47.3173,-122.319,225000.0
241,98126,47.5308,-122.376,210000.0
242,98115,47.6727,-122.29899999999999,455000.0
243,98002,47.3221,-122.21600000000001,225000.0
244,98103,47.6779,-122.353,480000.0
245,98023,47.3076,-122.395,363000.0
247,98106,47.5218,-122.35700000000001,181000.0
248,98002,47.2785,-122.213,250000.0
249,98103,47.6846,-122.345,481000.0
250,98032,47.3656,-122.27799999999999,260000.0
251,98058,47.4369,-122.111,455000.0
253,98118,47.5405,-122.27,349500.0
254,98030,47.3507,-122.178,245000.0
255,98115,47.6979,-122.32,592500.0
256,98106,47.5278,-122.345,385000.0
257,98059,47.4756,-122.147,315000.0
259,98052,47.7048,-122.109,693000.0
260,98112,47.6362,-122.302,780000.0
261,98198,47.4207,-122.29,237000.0
262,98074,47.6154,-122.04700000000001,525000.0
263,98144,47.5964,-122.29899999999999,425000.0
265,98031,47.4045,-122.171,290000.0
266,98106,47.5544,-122.35799999999999,285000.0
267,98115,47.6802,-122.29,415000.0
268,98023,47.2988,-122.37100000000001,272500.0
271,98133,47.7107,-122.352,436000.0
272,98003,47.3271,-122.323,210000.0
273,98178,47.5053,-122.255,236000.0
274,98199,47.6601,-122.4,331000.0
275,98031,47.4145,-122.166,365000.0
276,98058,47.4672,-122.165,450000.0
277,98028,47.7618,-122.26100000000001,770000.0
278,98038,47.3828,-122.071,455000.0
279,98118,47.5362,-122.26799999999999,405000.0
280,98031,47.3954,-122.206,304900.0
281,98178,47.5048,-122.272,170000.0
283,98053,47.6811,-122.025,780000.0
284,98028,47.7486,-122.23,330000.0
285,98030,47.3846,-122.169,370000.0
286,98072,47.7564,-122.14399999999999,467000.0
287,98034,47.7198,-122.193,405000.0
288,98006,47.5461,-122.15100000000001,675000.0
289,98006,47.5712,-122.14299999999999,500000.0
290,98166,47.4281,-122.34299999999999,389999.0
291,98034,47.7128,-122.223,630000.0
292,98001,47.3341,-122.255,360000.0
293,98056,47.5399,-122.181,580000.0
295,98075,47.5951,-122.01700000000001,879000.0
296,98042,47.3536,-122.14399999999999,265000.0
297,98059,47.5084,-122.154,446500.0
298,98108,47.5586,-122.311,404000.0
299,98188,47.4427,-122.274,267500.0
301,98003,47.3494,-122.301,335000.0
302,98117,47.6933,-122.39299999999999,576000.0
303,98038,47.3537,-122.0,208633.0
304,98166,47.476000000000006,-122.337,315000.0
305,98112,47.6239,-122.29799999999999,725000.0
306,98177,47.7776,-122.384,550000.0
307,98074,47.6459,-122.05799999999999,610750.0
308,98105,47.6692,-122.29700000000001,550700.0
309,98056,47.5376,-122.18,665000.0
310,98144,47.601000000000006,-122.294,834000.0
311,98065,47.528999999999996,-121.837,201000.0
315,98058,47.4441,-122.125,305000.0
316,98133,47.7357,-122.333,487000.0
317,98042,47.346000000000004,-122.15700000000001,390000.0
318,98103,47.6638,-122.345,548000.0
319,98166,47.48,-122.336,268750.0
320,98052,47.6759,-122.15100000000001,819900.0
321,98027,47.5162,-122.057,520000.0
322,98001,47.2639,-122.25200000000001,230000.0
323,98023,47.2929,-122.37100000000001,240000.0
324,98146,47.4957,-122.352,232000.0
325,98146,47.4957,-122.352,240500.0
326,98077,47.7721,-122.09299999999999,274975.0
327,98102,47.644,-122.319,740000.0
328,98166,47.472,-122.344,186375.0
329,98005,47.592,-122.166,790000.0
330,98105,47.669,-122.275,880000.0
331,98198,47.42,-122.323,279000.0
332,98022,47.1913,-122.012,295000.0
333,98103,47.6666,-122.331,640000.0
334,98040,47.5639,-122.21700000000001,940000.0
335,98038,47.3483,-122.052,260000.0
336,98072,47.7648,-122.164,559900.0
337,98103,47.6794,-122.35700000000001,791500.0
338,98133,47.7535,-122.354,265000.0
339,98178,47.4945,-122.22,245000.0
340,98052,47.6945,-122.09299999999999,485000.0
341,98059,47.5222,-122.15700000000001,684000.0
342,98125,47.7222,-122.32,425000.0
343,98070,47.3796,-122.49,309600.0
344,98065,47.5374,-121.875,552250.0
345,98178,47.4897,-122.24,165000.0
346,98178,47.4897,-122.24,239900.0
347,98059,47.4716,-122.07799999999999,320000.0
348,98030,47.3581,-122.17299999999999,206600.0
349,98155,47.7713,-122.307,387000.0
351,98040,47.5603,-122.22200000000001,855000.0
352,98166,47.4147,-122.337,315000.0
353,98103,47.68,-122.353,437500.0
354,98001,47.3117,-122.27,252000.0
355,98118,47.543,-122.28,375000.0
356,98038,47.3607,-122.03399999999999,300000.0
357,98006,47.5759,-122.137,420000.0
358,98033,47.6891,-122.15899999999999,900000.0
359,98116,47.565,-122.381,679900.0
360,98053,47.6359,-121.97399999999999,463000.0
361,98059,47.4769,-122.141,380000.0
362,98038,47.3845,-122.029,329500.0
363,98033,47.6743,-122.184,604950.0
364,98006,47.5651,-122.164,795000.0
366,98166,47.4508,-122.359,673000.0
367,98074,47.6375,-122.016,810000.0
368,98075,47.5944,-122.042,785000.0
369,98056,47.4888,-122.182,338000.0
370,98056,47.5112,-122.19,280000.0
371,98133,47.7711,-122.34100000000001,315000.0
372,98133,47.7711,-122.34100000000001,530000.0
373,98023,47.2813,-122.345,380000.0
374,98056,47.5038,-122.189,297000.0
375,98075,47.5823,-121.97,730000.0
376,98125,47.7164,-122.304,450000.0
377,98038,47.3624,-122.045,275000.0
378,98115,47.6831,-122.329,595000.0
379,98144,47.592,-122.307,435000.0
381,98077,47.7268,-122.06,950000.0
382,98019,47.7237,-121.959,389000.0
383,98052,47.6283,-122.095,560000.0
385,98040,47.5483,-122.226,799000.0
386,98072,47.7591,-122.146,365500.0
387,98058,47.4612,-122.169,252350.0
388,98146,47.4987,-122.365,403950.0
389,98177,47.772,-122.35799999999999,385000.0
390,98106,47.5287,-122.35,345000.0
391,98008,47.6109,-122.11399999999999,490000.0
392,98019,47.7736,-121.90100000000001,330000.0
393,98004,47.6294,-122.21799999999999,927000.0
394,98040,47.5634,-122.213,1120000.0
395,98028,47.7405,-122.241,330000.0
396,98008,47.5976,-122.118,530000.0
398,98118,47.5644,-122.289,378750.0
399,98058,47.4556,-122.15700000000001,269900.0
400,98122,47.6055,-122.305,557000.0
401,98022,47.1775,-122.022,360000.0
402,98117,47.6879,-122.385,352000.0
404,98038,47.3845,-122.03200000000001,322500.0
405,98116,47.5815,-122.402,650000.0
406,98103,47.6609,-122.344,450000.0
407,98092,47.3163,-122.18799999999999,278500.0
408,98055,47.4309,-122.191,364950.0
410,98031,47.403999999999996,-122.191,268000.0
412,98077,47.7718,-122.095,632925.0
413,98034,47.7067,-122.2,577500.0
414,98178,47.504,-122.227,339000.0
415,98052,47.7015,-122.164,570000.0
417,98133,47.7448,-122.333,423000.0
418,98019,47.7318,-121.98200000000001,355000.0
420,98103,47.6885,-122.337,482000.0
421,98006,47.5724,-122.179,625000.0
422,98056,47.5272,-122.169,538000.0
423,98058,47.4334,-122.161,380000.0
424,98122,47.6073,-122.30799999999999,375000.0
425,98038,47.3592,-122.046,245000.0
426,98166,47.4546,-122.337,310000.0
427,98004,47.6408,-122.219,1300000.0
428,98034,47.7245,-122.2,397000.0
429,98058,47.4362,-122.178,365000.0
430,98042,47.3739,-122.156,328500.0
431,98052,47.7205,-122.12700000000001,988000.0
432,98103,47.6636,-122.33,1000000.0
433,98055,47.4324,-122.197,237000.0
434,98011,47.7734,-122.22399999999999,525000.0
435,98006,47.559,-122.164,749000.0
437,98052,47.6954,-122.103,843000.0
438,98115,47.6776,-122.318,438000.0
439,98146,47.504,-122.382,578000.0
440,98001,47.2613,-122.255,227950.0
441,98001,47.3417,-122.271,196000.0
442,98105,47.6694,-122.275,641000.0
444,98032,47.3838,-122.289,205000.0
445,98072,47.7487,-122.08200000000001,400000.0
446,98027,47.5534,-122.07799999999999,1030000.0
447,98034,47.7355,-122.18,505000.0
448,98034,47.7206,-122.211,475000.0
449,98028,47.7691,-122.262,520000.0
451,98011,47.7736,-122.214,333500.0
452,98038,47.361999999999995,-122.029,232000.0
453,98006,47.5698,-122.12100000000001,691100.0
454,98040,47.5505,-122.221,811000.0
455,98028,47.7605,-122.234,551000.0
456,98072,47.7356,-122.15700000000001,496500.0
458,98055,47.4904,-122.226,578000.0
459,98042,47.3663,-122.089,255000.0
460,98006,47.5637,-122.12299999999999,1050000.0
461,98042,47.3759,-122.125,348000.0
462,98031,47.3912,-122.167,230000.0
463,98023,47.3305,-122.37100000000001,359500.0
464,98133,47.7617,-122.35700000000001,330000.0
466,98133,47.7311,-122.353,465000.0
467,98042,47.3701,-122.10700000000001,325000.0
468,98168,47.4857,-122.318,340500.0
469,98038,47.3724,-122.042,342500.0
470,98178,47.4855,-122.266,290900.0
471,98074,47.6336,-122.064,868700.0
472,98125,47.717,-122.281,1200000.0
474,98074,47.5906,-122.06200000000001,859900.0
475,98029,47.5461,-121.99799999999999,520000.0
476,98118,47.5674,-122.29,460000.0
477,98115,47.6943,-122.29,438924.0
478,98126,47.5486,-122.38,315000.0
479,98033,47.6658,-122.18799999999999,590000.0
480,98006,47.5772,-122.15299999999999,378500.0
481,98042,47.3875,-122.161,328500.0
482,98005,47.6344,-122.17399999999999,849950.0
483,98136,47.5275,-122.391,525000.0
485,98023,47.3078,-122.37799999999999,295000.0
487,98118,47.5158,-122.264,207950.0
488,98075,47.5985,-121.977,699900.0
489,98027,47.5645,-122.08200000000001,1280000.0
490,98052,47.6734,-122.154,452000.0
491,98055,47.4734,-122.186,370000.0
492,98042,47.3811,-122.087,232000.0
493,98034,47.7081,-122.215,669950.0
494,98034,47.7193,-122.21600000000001,397500.0
495,98112,47.6192,-122.301,490000.0
496,98116,47.5836,-122.387,725000.0
497,98032,47.3841,-122.28399999999999,299000.0
498,98116,47.5872,-122.39,625000.0
499,98065,47.5322,-121.88,437500.0
500,98065,47.5416,-121.86399999999999,650000.0
501,98117,47.6799,-122.381,475000.0
502,98042,47.3672,-122.15100000000001,342000.0
503,98033,47.684,-122.205,1200000.0
504,98055,47.4404,-122.191,280000.0
505,98188,47.4467,-122.281,240000.0
506,98107,47.6729,-122.363,529000.0
507,98136,47.5346,-122.385,442000.0
508,98119,47.6454,-122.37299999999999,615000.0
509,98033,47.6821,-122.196,1490000.0
510,98052,47.7206,-122.11,585000.0
511,98059,47.4877,-122.139,480000.0
513,98133,47.7343,-122.34700000000001,290000.0
514,98116,47.5789,-122.39299999999999,615000.0
515,98133,47.7439,-122.339,300000.0
516,98030,47.3818,-122.225,308000.0
517,98033,47.6734,-122.17299999999999,750000.0
520,98058,47.452,-122.177,288000.0
521,98178,47.4973,-122.221,190000.0
522,98133,47.7546,-122.34100000000001,515000.0
523,98055,47.4667,-122.215,235000.0
524,98126,47.5186,-122.374,275000.0
525,98004,47.6221,-122.193,727500.0
526,98053,47.683,-122.039,650000.0
528,98125,47.7315,-122.305,365000.0
529,98052,47.6917,-122.084,662000.0
530,98038,47.3608,-122.056,270500.0
531,98092,47.2852,-122.19,200000.0
533,98198,47.4097,-122.316,160000.0
534,98010,47.3105,-122.021,204000.0
535,98058,47.4296,-122.161,358000.0
536,98011,47.7373,-122.197,452000.0
537,98103,47.6582,-122.345,595000.0
538,98042,47.3577,-122.16,249000.0
539,98055,47.449,-122.205,346900.0
541,98056,47.5025,-122.186,280000.0
542,98032,47.3644,-122.28,318888.0
543,98075,47.5896,-122.009,530000.0
544,98031,47.3914,-122.169,375000.0
545,98052,47.7197,-122.131,910000.0
546,98006,47.5623,-122.116,782000.0
547,98106,47.5213,-122.35700000000001,259950.0
548,98058,47.4518,-122.16,315000.0
549,98168,47.4949,-122.3,215000.0
550,98040,47.5885,-122.24799999999999,705000.0
552,98155,47.748999999999995,-122.305,451000.0
553,98055,47.4727,-122.198,261000.0
554,98028,47.7403,-122.256,396000.0
557,98188,47.4339,-122.291,238000.0
558,98052,47.6368,-122.09700000000001,750000.0
559,98042,47.3628,-122.075,331500.0
560,98065,47.52,-121.845,460000.0
562,98103,47.6935,-122.352,880000.0
563,98074,47.6239,-122.023,863000.0
564,98005,47.5846,-122.16799999999999,638700.0
565,98053,47.6969,-122.02600000000001,435000.0
566,98178,47.505,-122.259,260000.0
567,98105,47.667,-122.289,671500.0
568,98109,47.6376,-122.353,610000.0
569,98014,47.6929,-121.87,405000.0
570,98038,47.3572,-122.015,338900.0
571,98075,47.5816,-121.97,720000.0
572,98108,47.5502,-122.311,442000.0
573,98122,47.6136,-122.29899999999999,650000.0
574,98058,47.4478,-122.161,263500.0
576,98002,47.3521,-122.212,266000.0
578,98028,47.7727,-122.229,530000.0
579,98023,47.3062,-122.37100000000001,180000.0
580,98065,47.5422,-121.86,619000.0
581,98003,47.3366,-122.306,264000.0
583,98034,47.7258,-122.177,439000.0
584,98031,47.4025,-122.176,268500.0
586,98122,47.6045,-122.307,640000.0
587,98074,47.6366,-122.05799999999999,900000.0
588,98038,47.3725,-122.06,370000.0
589,98144,47.5897,-122.292,685000.0
591,98022,47.1803,-121.97399999999999,265000.0
592,98055,47.4489,-122.18799999999999,290000.0
593,98038,47.3665,-122.01700000000001,296000.0
594,98178,47.4964,-122.251,360000.0
595,98168,47.492,-122.31700000000001,240500.0
596,98126,47.5496,-122.37299999999999,372500.0
598,98023,47.2846,-122.34100000000001,515000.0
599,98040,47.5494,-122.21600000000001,1220000.0
600,98053,47.7123,-122.027,507000.0
601,98092,47.3131,-122.115,399950.0
602,98010,47.3122,-121.99600000000001,185000.0
603,98052,47.6947,-122.125,460000.0
604,98029,47.5665,-122.01799999999999,435500.0
605,98188,47.425,-122.28299999999999,469000.0
606,98103,47.6634,-122.34,531000.0
607,98177,47.7047,-122.37299999999999,443500.0
608,98042,47.3666,-122.084,223000.0
609,98028,47.7466,-122.242,590000.0
610,98103,47.6972,-122.35,340000.0
611,98199,47.6372,-122.395,650000.0
612,98029,47.5694,-122.001,533600.0
613,98074,47.6214,-122.024,695000.0
614,98031,47.3961,-122.18799999999999,242000.0
615,98125,47.7162,-122.309,425000.0
616,98052,47.6844,-122.113,525000.0
617,98029,47.5737,-122.01799999999999,485000.0
619,98092,47.3128,-122.184,210000.0
620,98031,47.4022,-122.171,260000.0
621,98116,47.5671,-122.391,577000.0
622,98002,47.2876,-122.212,200000.0
623,98117,47.681999999999995,-122.37200000000001,605000.0
624,98133,47.7125,-122.331,325000.0
625,98178,47.496,-122.23899999999999,289500.0
626,98144,47.5876,-122.309,559950.0
627,98115,47.6821,-122.273,1040000.0
628,98199,47.6581,-122.396,543500.0
629,98042,47.3496,-122.094,480000.0
630,98022,47.1951,-122.001,218000.0
631,98199,47.6539,-122.396,565000.0
632,98056,47.5375,-122.178,426700.0
634,98105,47.6663,-122.32600000000001,542000.0
635,98052,47.6978,-122.13,415000.0
636,98002,47.3221,-122.215,214000.0
637,98188,47.4488,-122.275,245000.0
638,98003,47.2681,-122.31,314500.0
639,98116,47.5821,-122.39,1120000.0
640,98136,47.5395,-122.39,378000.0
641,98001,47.33600000000001,-122.26899999999999,305000.0
643,98116,47.5818,-122.402,729500.0
644,98065,47.5317,-121.853,430000.0
645,98038,47.3647,-122.05,240000.0
646,98136,47.5338,-122.384,545000.0
647,98105,47.6681,-122.305,530000.0
648,98198,47.4152,-122.3,157000.0
649,98146,47.5044,-122.35,425000.0
650,98166,47.4793,-122.346,220000.0
651,98077,47.7627,-122.07600000000001,521000.0
652,98118,47.5193,-122.274,325000.0
653,98126,47.555,-122.37899999999999,597500.0
654,98065,47.526,-121.82600000000001,337000.0
655,98052,47.655,-122.124,1000000.0
657,98105,47.6718,-122.26700000000001,495000.0
658,98052,47.6327,-122.109,748000.0
659,98004,47.6245,-122.198,888000.0
661,98027,47.5221,-122.045,496500.0
662,98155,47.7522,-122.27799999999999,475000.0
663,98125,47.7145,-122.311,312000.0
664,98072,47.7404,-122.11,323000.0
665,98059,47.4834,-122.15899999999999,331000.0
666,98133,47.7049,-122.353,306000.0
667,98117,47.6915,-122.381,655000.0
668,98003,47.33600000000001,-122.319,290000.0
669,98105,47.6597,-122.274,1250000.0
670,98115,47.6759,-122.286,460000.0
671,98115,47.6988,-122.319,435000.0
672,98006,47.5427,-122.181,664000.0
674,98058,47.4406,-122.146,385000.0
675,98034,47.705,-122.20200000000001,497000.0
677,98178,47.5024,-122.271,188000.0
678,98136,47.5304,-122.387,478500.0
680,98023,47.291000000000004,-122.368,222000.0
682,98038,47.3558,-122.00399999999999,609900.0
683,98106,47.5536,-122.359,413000.0
684,98115,47.6942,-122.321,400000.0
685,98006,47.5462,-122.182,802541.0
686,98023,47.2918,-122.346,320000.0
687,98065,47.5441,-121.882,507000.0
688,98115,47.6982,-122.29799999999999,387500.0
689,98072,47.7415,-122.101,396000.0
690,98055,47.4862,-122.22399999999999,373000.0
692,98058,47.4406,-122.141,359900.0
693,98115,47.6997,-122.316,410000.0
694,98053,47.6726,-122.03,690000.0
695,98030,47.3702,-122.185,245000.0
696,98075,47.5896,-122.083,700000.0
697,98198,47.3923,-122.311,268000.0
698,98042,47.3664,-122.1,225000.0
699,98004,47.5894,-122.195,980000.0
700,98106,47.5708,-122.359,795000.0
701,98118,47.5156,-122.262,195000.0
702,98005,47.589,-122.177,480000.0
703,98119,47.6385,-122.37,485000.0
704,98188,47.4672,-122.291,130000.0
705,98198,47.3444,-122.32700000000001,325000.0
706,98034,47.731,-122.191,440000.0
708,98059,47.5015,-122.124,310000.0
709,98022,47.2413,-121.97200000000001,530000.0
710,98031,47.4206,-122.18299999999999,390000.0
711,98001,47.3575,-122.28,243000.0
712,98074,47.6285,-122.025,639000.0
713,98003,47.3437,-122.316,215000.0
714,98011,47.7573,-122.22,405000.0
715,98032,47.3745,-122.275,250000.0
716,98155,47.7359,-122.309,405500.0
717,98125,47.7142,-122.286,452000.0
718,98125,47.7142,-122.286,730000.0
719,98010,47.3131,-121.99799999999999,267000.0
720,98038,47.3668,-122.031,289950.0
721,98103,47.6893,-122.34899999999999,565000.0
723,98052,47.6664,-122.131,636000.0
724,98178,47.4938,-122.255,350000.0
725,98058,47.4525,-122.162,320000.0
726,98198,47.3825,-122.319,210000.0
727,98126,47.5326,-122.376,245000.0
728,98059,47.4818,-122.161,328000.0
729,98077,47.7287,-122.07700000000001,985000.0
732,98019,47.7336,-121.965,403000.0
733,98155,47.7591,-122.28,550000.0
734,98030,47.3591,-122.20100000000001,347500.0
735,98058,47.4388,-122.162,365000.0
736,98117,47.7004,-122.368,588000.0
737,98006,47.5633,-122.131,605000.0
738,98105,47.6585,-122.273,1300000.0
739,98001,47.3415,-122.272,233000.0
740,98030,47.3818,-122.2,360000.0
741,98117,47.695,-122.366,459000.0
