,Unnamed: 0,zipcode,lat,long,price_est,city,statecode
138,152,98003,47.3255,-122.304,282950.0,FEDERAL WAY,WA
139,154,98115,47.679,-122.3,350000.0,SEATTLE,WA
140,155,98058,47.4479,-122.176,215000.0,RENTON,WA
141,156,98056,47.525,-122.172,650000.0,RENTON,WA
142,157,98023,47.3135,-122.369,320000.0,FEDERAL WAY,WA
143,158,98022,47.2086,-121.996,247000.0,ENUMCLAW,WA
144,159,98059,47.4715,-122.118,320000.0,RENTON,WA
145,160,98146,47.4877,-122.335,255000.0,SEATTLE,WA
146,161,98034,47.7171,-122.193,438000.0,KIRKLAND,WA
147,162,98075,47.6012,-122.023,900000.0,SAMMAMISH,WA
148,163,98034,47.7319,-122.224,441000.0,KIRKLAND,WA
149,164,98027,47.4582,-122.023,420000.0,ISSAQUAH,WA
150,165,98034,47.7209,-122.168,370000.0,KIRKLAND,WA
151,166,98198,47.408,-122.327,269950.0,SEATTLE,WA
152,167,98006,47.565,-122.125,807100.0,BELLEVUE,WA
153,168,98034,47.7028,-122.231,653000.0,KIRKLAND,WA
154,169,98133,47.7458,-122.331,371500.0,SEATTLE,WA
155,170,98166,47.4776,-122.337,284000.0,SEATTLE,WA
156,171,98023,47.3026,-122.374,272000.0,FEDERAL WAY,WA
157,172,98133,47.7658,-122.339,313000.0,SEATTLE,WA
158,173,98033,47.6477,-122.182,917500.0,KIRKLAND,WA
159,174,98006,47.5619,-122.125,673000.0,BELLEVUE,WA
160,175,98122,47.6106,-122.31,425000.0,SEATTLE,WA
161,176,98144,47.5868,-122.308,399950.0,SEATTLE,WA
162,177,98122,47.6101,-122.307,385000.0,SEATTLE,WA
163,178,98022,47.1976,-121.999,269950.0,ENUMCLAW,WA
164,179,98177,47.7224,-122.358,330000.0,SEATTLE,WA
165,180,98030,47.3505,-122.179,260000.0,KENT,WA
166,181,98126,47.5384,-122.376,470000.0,SEATTLE,WA
167,182,98034,47.7044,-122.2,589000.0,KIRKLAND,WA
168,183,98038,47.3848,-122.039,163500.0,MAPLE VALLEY,WA
169,184,98052,47.6993,-122.102,835000.0,REDMOND,WA
170,186,98023,47.3099,-122.379,269000.0,FEDERAL WAY,WA
171,187,98074,47.62,-122.043,560000.0,SAMMAMISH,WA
172,188,98103,47.65,-122.34,615000.0,SEATTLE,WA
173,189,98052,47.6647,-122.153,585188.0,REDMOND,WA
174,190,98034,47.726000000000006,-122.191,305000.0,KIRKLAND,WA
175,191,98058,47.4616,-122.184,166950.0,RENTON,WA
176,192,98040,47.5505,-122.219,799000.0,MERCER ISLAND,WA
177,193,98133,47.7606,-122.336,400000.0,SEATTLE,WA
178,194,98155,47.7481,-122.3,230000.0,SEATTLE,WA
179,195,98023,47.2779,-122.347,256883.0,FEDERAL WAY,WA
180,196,98108,47.5511,-122.312,423000.0,SEATTLE,WA
181,197,98126,47.5488,-122.372,465000.0,SEATTLE,WA
182,198,98024,47.5385,-121.911,440000.0,FALL CITY,WA
183,200,98056,47.5093,-122.184,210000.0,RENTON,WA
184,201,98042,47.3777,-122.165,297000.0,KENT,WA
185,202,98107,47.675,-122.394,470000.0,SEATTLE,WA
186,203,98023,47.3025,-122.37,226500.0,FEDERAL WAY,WA
187,204,98059,47.4787,-122.158,274250.0,RENTON,WA
188,205,98040,47.5378,-122.219,840000.0,MERCER ISLAND,WA
189,206,98052,47.7073,-122.114,677900.0,REDMOND,WA
190,207,98116,47.5733,-122.381,425000.0,SEATTLE,WA
191,208,98166,47.4604,-122.339,180250.0,SEATTLE,WA
192,209,98133,47.7067,-122.343,464000.0,SEATTLE,WA
193,210,98038,47.354,-122.047,320000.0,MAPLE VALLEY,WA
194,211,98105,47.6647,-122.284,625504.0,SEATTLE,WA
195,212,98074,47.6143,-122.017,592500.0,SAMMAMISH,WA
196,213,98001,47.3185,-122.275,465000.0,AUBURN,WA
197,214,98118,47.5458,-122.268,477000.0,SEATTLE,WA
198,215,98168,47.4889,-122.299,280000.0,SEATTLE,WA
199,217,98146,47.5133,-122.379,445838.0,SEATTLE,WA
200,219,98177,47.7145,-122.367,467000.0,SEATTLE,WA
201,220,98075,47.5836,-122.026,686000.0,SAMMAMISH,WA
202,221,98198,47.398,-122.299,279950.0,SEATTLE,WA
203,222,98011,47.7663,-122.215,527000.0,BOTHELL,WA
204,223,98030,47.3758,-122.217,325000.0,KENT,WA
205,224,98038,47.3828,-122.023,328000.0,MAPLE VALLEY,WA
206,225,98146,47.5123,-122.373,390000.0,SEATTLE,WA
207,226,98053,47.7076,-122.013,479950.0,REDMOND,WA
208,227,98023,47.2922,-122.371,264950.0,FEDERAL WAY,WA
209,228,98031,47.4075,-122.214,235000.0,KENT,WA
210,229,98053,47.6794,-122.034,516500.0,REDMOND,WA
211,231,98059,47.5218,-122.164,500000.0,RENTON,WA
212,232,98023,47.3103,-122.339,315000.0,FEDERAL WAY,WA
213,233,98024,47.5687,-121.899,213000.0,FALL CITY,WA
214,234,98108,47.5575,-122.303,475000.0,SEATTLE,WA
215,235,98033,47.6489,-122.183,1030000.0,KIRKLAND,WA
216,236,98010,47.3459,-121.95,416000.0,BLACK DIAMOND,WA
217,237,98122,47.6136,-122.303,410000.0,SEATTLE,WA
218,240,98003,47.3173,-122.319,225000.0,FEDERAL WAY,WA
219,241,98126,47.5308,-122.376,210000.0,SEATTLE,WA
220,242,98115,47.6727,-122.299,455000.0,SEATTLE,WA
221,243,98002,47.3221,-122.216,225000.0,AUBURN,WA
222,244,98103,47.6779,-122.353,480000.0,SEATTLE,WA
223,245,98023,47.3076,-122.395,363000.0,FEDERAL WAY,WA
224,247,98106,47.5218,-122.357,181000.0,SEATTLE,WA
225,248,98002,47.2785,-122.213,250000.0,AUBURN,WA
226,249,98103,47.6846,-122.345,481000.0,SEATTLE,WA
227,250,98032,47.3656,-122.278,260000.0,KENT,WA
228,251,98058,47.4369,-122.111,455000.0,RENTON,WA
229,253,98118,47.5405,-122.27,349500.0,SEATTLE,WA
230,254,98030,47.3507,-122.178,245000.0,KENT,WA
231,255,98115,47.6979,-122.32,592500.0,SEATTLE,WA
232,256,98106,47.5278,-122.345,385000.0,SEATTLE,WA
233,257,98059,47.4756,-122.147,315000.0,RENTON,WA
234,259,98052,47.7048,-122.109,693000.0,REDMOND,WA
235,260,98112,47.6362,-122.302,780000.0,SEATTLE,WA
236,261,98198,47.4207,-122.29,237000.0,SEATTLE,WA
237,262,98074,47.6154,-122.047,525000.0,SAMMAMISH,WA
238,263,98144,47.5964,-122.299,425000.0,SEATTLE,WA
239,265,98031,47.4045,-122.171,290000.0,KENT,WA
240,266,98106,47.5544,-122.358,285000.0,SEATTLE,WA
241,267,98115,47.6802,-122.29,415000.0,SEATTLE,WA
242,268,98023,47.2988,-122.371,272500.0,FEDERAL WAY,WA
243,271,98133,47.7107,-122.352,436000.0,SEATTLE,WA
244,272,98003,47.3271,-122.323,210000.0,FEDERAL WAY,WA
245,273,98178,47.5053,-122.255,236000.0,SEATTLE,WA
246,274,98199,47.6601,-122.4,331000.0,SEATTLE,WA
247,275,98031,47.4145,-122.166,365000.0,KENT,WA
248,276,98058,47.4672,-122.165,450000.0,RENTON,WA
249,277,98028,47.7618,-122.261,770000.0,KENMORE,WA
250,278,98038,47.3828,-122.071,455000.0,MAPLE VALLEY,WA
251,279,98118,47.5362,-122.268,405000.0,SEATTLE,WA
252,280,98031,47.3954,-122.206,304900.0,KENT,WA
253,281,98178,47.5048,-122.272,170000.0,SEATTLE,WA
254,283,98053,47.6811,-122.025,780000.0,REDMOND,WA
255,284,98028,47.7486,-122.23,330000.0,KENMORE,WA
256,285,98030,47.3846,-122.169,370000.0,KENT,WA
257,286,98072,47.7564,-122.144,467000.0,WOODINVILLE,WA
258,287,98034,47.7198,-122.193,405000.0,KIRKLAND,WA
259,288,98006,47.5461,-122.151,675000.0,BELLEVUE,WA
260,289,98006,47.5712,-122.143,500000.0,BELLEVUE,WA
261,290,98166,47.4281,-122.343,389999.0,SEATTLE,WA
262,291,98034,47.7128,-122.223,630000.0,KIRKLAND,WA
263,292,98001,47.3341,-122.255,360000.0,AUBURN,WA
264,293,98056,47.5399,-122.181,580000.0,RENTON,WA
265,295,98075,47.5951,-122.017,879000.0,SAMMAMISH,WA
266,296,98042,47.3536,-122.144,265000.0,KENT,WA
267,297,98059,47.5084,-122.154,446500.0,RENTON,WA
268,298,98108,47.5586,-122.311,404000.0,SEATTLE,WA
269,299,98188,47.4427,-122.274,267500.0,SEATTLE,WA
270,301,98003,47.3494,-122.301,335000.0,FEDERAL WAY,WA
271,302,98117,47.6933,-122.393,576000.0,SEATTLE,WA
272,303,98038,47.3537,-122.0,208633.0,MAPLE VALLEY,WA
273,304,98166,47.476000000000006,-122.337,315000.0,SEATTLE,WA
274,305,98112,47.6239,-122.298,725000.0,SEATTLE,WA
275,306,98177,47.7776,-122.384,550000.0,SEATTLE,WA
276,307,98074,47.6459,-122.058,610750.0,SAMMAMISH,WA
277,308,98105,47.6692,-122.297,550700.0,SEATTLE,WA
278,309,98056,47.5376,-122.18,665000.0,RENTON,WA
279,310,98144,47.601000000000006,-122.294,834000.0,SEATTLE,WA
280,311,98065,47.529,-121.837,201000.0,SNOQUALMIE,WA
281,315,98058,47.4441,-122.125,305000.0,RENTON,WA
282,316,98133,47.7357,-122.333,487000.0,SEATTLE,WA
283,317,98042,47.346,-122.157,390000.0,KENT,WA
284,318,98103,47.6638,-122.345,548000.0,SEATTLE,WA
285,319,98166,47.48,-122.336,268750.0,SEATTLE,WA
286,320,98052,47.6759,-122.151,819900.0,REDMOND,WA
287,321,98027,47.5162,-122.057,520000.0,ISSAQUAH,WA
288,322,98001,47.2639,-122.252,230000.0,AUBURN,WA
289,323,98023,47.2929,-122.371,240000.0,FEDERAL WAY,WA
290,324,98146,47.4957,-122.352,232000.0,SEATTLE,WA
291,325,98146,47.4957,-122.352,240500.0,SEATTLE,WA
292,326,98077,47.7721,-122.093,274975.0,WOODINVILLE,WA
293,327,98102,47.644,-122.319,740000.0,SEATTLE,WA
294,328,98166,47.472,-122.344,186375.0,SEATTLE,WA
295,329,98005,47.592,-122.166,790000.0,BELLEVUE,WA
296,330,98105,47.669,-122.275,880000.0,SEATTLE,WA
297,331,98198,47.42,-122.323,279000.0,SEATTLE,WA
298,332,98022,47.1913,-122.012,295000.0,ENUMCLAW,WA
299,333,98103,47.6666,-122.331,640000.0,SEATTLE,WA
300,334,98040,47.5639,-122.217,940000.0,MERCER ISLAND,WA
301,335,98038,47.3483,-122.052,260000.0,MAPLE VALLEY,WA
302,336,98072,47.7648,-122.164,559900.0,WOODINVILLE,WA
303,337,98103,47.6794,-122.357,791500.0,SEATTLE,WA
304,338,98133,47.7535,-122.354,265000.0,SEATTLE,WA
305,339,98178,47.4945,-122.22,245000.0,SEATTLE,WA
306,340,98052,47.6945,-122.093,485000.0,REDMOND,WA
307,341,98059,47.5222,-122.157,684000.0,RENTON,WA
308,342,98125,47.7222,-122.32,425000.0,SEATTLE,WA
309,343,98070,47.3796,-122.49,309600.0,VASHON,WA
310,344,98065,47.5374,-121.875,552250.0,SNOQUALMIE,WA
311,345,98178,47.4897,-122.24,165000.0,SEATTLE,WA
312,346,98178,47.4897,-122.24,239900.0,SEATTLE,WA
313,347,98059,47.4716,-122.078,320000.0,RENTON,WA
314,348,98030,47.3581,-122.173,206600.0,KENT,WA
315,349,98155,47.7713,-122.307,387000.0,SEATTLE,WA
316,351,98040,47.5603,-122.222,855000.0,MERCER ISLAND,WA
317,352,98166,47.4147,-122.337,315000.0,SEATTLE,WA
318,353,98103,47.68,-122.353,437500.0,SEATTLE,WA
319,354,98001,47.3117,-122.27,252000.0,AUBURN,WA
320,355,98118,47.543,-122.28,375000.0,SEATTLE,WA
321,356,98038,47.3607,-122.034,300000.0,MAPLE VALLEY,WA
322,357,98006,47.5759,-122.137,420000.0,BELLEVUE,WA
323,358,98033,47.6891,-122.159,900000.0,KIRKLAND,WA
324,359,98116,47.565,-122.381,679900.0,SEATTLE,WA
325,360,98053,47.6359,-121.974,463000.0,REDMOND,WA
326,361,98059,47.4769,-122.141,380000.0,RENTON,WA
327,362,98038,47.3845,-122.029,329500.0,MAPLE VALLEY,WA
328,363,98033,47.6743,-122.184,604950.0,KIRKLAND,WA
329,364,98006,47.5651,-122.164,795000.0,BELLEVUE,WA
330,366,98166,47.4508,-122.359,673000.0,SEATTLE,WA
331,367,98074,47.6375,-122.016,810000.0,SAMMAMISH,WA
332,368,98075,47.5944,-122.042,785000.0,SAMMAMISH,WA
333,369,98056,47.4888,-122.182,338000.0,RENTON,WA
334,370,98056,47.5112,-122.19,280000.0,RENTON,WA
335,371,98133,47.7711,-122.341,315000.0,SEATTLE,WA
336,372,98133,47.7711,-122.341,530000.0,SEATTLE,WA
337,373,98023,47.2813,-122.345,380000.0,FEDERAL WAY,WA
338,374,98056,47.5038,-122.189,297000.0,RENTON,WA
339,375,98075,47.5823,-121.97,730000.0,SAMMAMISH,WA
340,376,98125,47.7164,-122.304,450000.0,SEATTLE,WA
341,377,98038,47.3624,-122.045,275000.0,MAPLE VALLEY,WA
342,378,98115,47.6831,-122.329,595000.0,SEATTLE,WA
343,379,98144,47.592,-122.307,435000.0,SEATTLE,WA
344,381,98077,47.7268,-122.06,950000.0,WOODINVILLE,WA
345,382,98019,47.7237,-121.959,389000.0,DUVALL,WA
346,383,98052,47.6283,-122.095,560000.0,REDMOND,WA
347,385,98040,47.5483,-122.226,799000.0,MERCER ISLAND,WA
348,386,98072,47.7591,-122.146,365500.0,WOODINVILLE,WA
349,387,98058,47.4612,-122.169,252350.0,RENTON,WA
350,388,98146,47.4987,-122.365,403950.0,SEATTLE,WA
351,389,98177,47.772,-122.358,385000.0,SEATTLE,WA
352,390,98106,47.5287,-122.35,345000.0,SEATTLE,WA
353,391,98008,47.6109,-122.114,490000.0,BELLEVUE,WA
354,392,98019,47.7736,-121.901,330000.0,DUVALL,WA
355,393,98004,47.6294,-122.218,927000.0,BELLEVUE,WA
356,394,98040,47.5634,-122.213,1120000.0,MERCER ISLAND,WA
357,395,98028,47.7405,-122.241,330000.0,KENMORE,WA
358,396,98008,47.5976,-122.118,530000.0,BELLEVUE,WA
359,398,98118,47.5644,-122.289,378750.0,SEATTLE,WA
360,399,98058,47.4556,-122.157,269900.0,RENTON,WA
361,400,98122,47.6055,-122.305,557000.0,SEATTLE,WA
362,401,98022,47.1775,-122.022,360000.0,ENUMCLAW,WA
363,402,98117,47.6879,-122.385,352000.0,SEATTLE,WA
364,404,98038,47.3845,-122.032,322500.0,MAPLE VALLEY,WA
365,405,98116,47.5815,-122.402,650000.0,SEATTLE,WA
366,406,98103,47.6609,-122.344,450000.0,SEATTLE,WA
367,407,98092,47.3163,-122.188,278500.0,AUBURN,WA
368,408,98055,47.4309,-122.191,364950.0,RENTON,WA
369,410,98031,47.404,-122.191,268000.0,KENT,WA
370,412,98077,47.7718,-122.095,632925.0,WOODINVILLE,WA
371,413,98034,47.7067,-122.2,577500.0,KIRKLAND,WA
372,414,98178,47.504,-122.227,339000.0,SEATTLE,WA
373,415,98052,47.7015,-122.164,570000.0,REDMOND,WA
374,417,98133,47.7448,-122.333,423000.0,SEATTLE,WA
375,418,98019,47.7318,-121.982,355000.0,DUVALL,WA
376,420,98103,47.6885,-122.337,482000.0,SEATTLE,WA
377,421,98006,47.5724,-122.179,625000.0,BELLEVUE,WA
378,422,98056,47.5272,-122.169,538000.0,RENTON,WA
379,423,98058,47.4334,-122.161,380000.0,RENTON,WA
380,424,98122,47.6073,-122.308,375000.0,SEATTLE,WA
381,425,98038,47.3592,-122.046,245000.0,MAPLE VALLEY,WA
382,426,98166,47.4546,-122.337,310000.0,SEATTLE,WA
383,427,98004,47.6408,-122.219,1300000.0,BELLEVUE,WA
384,428,98034,47.7245,-122.2,397000.0,KIRKLAND,WA
385,429,98058,47.4362,-122.178,365000.0,RENTON,WA
386,430,98042,47.3739,-122.156,328500.0,KENT,WA
387,431,98052,47.7205,-122.127,988000.0,REDMOND,WA
388,432,98103,47.6636,-122.33,1000000.0,SEATTLE,WA
389,433,98055,47.4324,-122.197,237000.0,RENTON,WA
390,434,98011,47.7734,-122.224,525000.0,BOTHELL,WA
391,435,98006,47.559,-122.164,749000.0,BELLEVUE,WA
392,437,98052,47.6954,-122.103,843000.0,REDMOND,WA
393,438,98115,47.6776,-122.318,438000.0,SEATTLE,WA
394,439,98146,47.504,-122.382,578000.0,SEATTLE,WA
395,440,98001,47.2613,-122.255,227950.0,AUBURN,WA
396,441,98001,47.3417,-122.271,196000.0,AUBURN,WA
397,442,98105,47.6694,-122.275,641000.0,SEATTLE,WA
398,444,98032,47.3838,-122.289,205000.0,KENT,WA
399,445,98072,47.7487,-122.082,400000.0,WOODINVILLE,WA
400,446,98027,47.5534,-122.078,1030000.0,ISSAQUAH,WA
401,447,98034,47.7355,-122.18,505000.0,KIRKLAND,WA
402,448,98034,47.7206,-122.211,475000.0,KIRKLAND,WA
403,449,98028,47.7691,-122.262,520000.0,KENMORE,WA
404,451,98011,47.7736,-122.214,333500.0,BOTHELL,WA
405,452,98038,47.362,-122.029,232000.0,MAPLE VALLEY,WA
406,453,98006,47.5698,-122.121,691100.0,BELLEVUE,WA
407,454,98040,47.5505,-122.221,811000.0,MERCER ISLAND,WA
408,455,98028,47.7605,-122.234,551000.0,KENMORE,WA
409,456,98072,47.7356,-122.157,496500.0,WOODINVILLE,WA
410,458,98055,47.4904,-122.226,578000.0,RENTON,WA
411,459,98042,47.3663,-122.089,255000.0,KENT,WA
412,460,98006,47.5637,-122.123,1050000.0,BELLEVUE,WA
413,461,98042,47.3759,-122.125,348000.0,KENT,WA
414,462,98031,47.3912,-122.167,230000.0,KENT,WA
415,463,98023,47.3305,-122.371,359500.0,FEDERAL WAY,WA
416,464,98133,47.7617,-122.357,330000.0,SEATTLE,WA
417,466,98133,47.7311,-122.353,465000.0,SEATTLE,WA
418,467,98042,47.3701,-122.107,325000.0,KENT,WA
419,468,98168,47.4857,-122.318,340500.0,SEATTLE,WA
420,469,98038,47.3724,-122.042,342500.0,MAPLE VALLEY,WA
421,470,98178,47.4855,-122.266,290900.0,SEATTLE,WA
422,471,98074,47.6336,-122.064,868700.0,SAMMAMISH,WA
423,472,98125,47.717,-122.281,1200000.0,SEATTLE,WA
424,474,98074,47.5906,-122.062,859900.0,SAMMAMISH,WA
425,475,98029,47.5461,-121.998,520000.0,ISSAQUAH,WA
426,476,98118,47.5674,-122.29,460000.0,SEATTLE,WA
427,477,98115,47.6943,-122.29,438924.0,SEATTLE,WA
428,478,98126,47.5486,-122.38,315000.0,SEATTLE,WA
429,479,98033,47.6658,-122.188,590000.0,KIRKLAND,WA
430,480,98006,47.5772,-122.153,378500.0,BELLEVUE,WA
431,481,98042,47.3875,-122.161,328500.0,KENT,WA
432,482,98005,47.6344,-122.174,849950.0,BELLEVUE,WA
