,Unnamed: 0,zipcode,lat,long,price_est,city,statecode,sqft_living,floors,waterfront,viewed_by_buyer,condition,yr_built
48,55,98105,47.6597,-122.29,885000.0,SEATTLE,WA,2830.0,2.0,0.0,0.0,3.0,1995.0
49,56,98042,47.3663,-122.114,292500.0,KENT,WA,2250.0,2.0,0.0,0.0,3.0,2008.0
50,57,98042,47.3663,-122.122,301000.0,KENT,WA,2420.0,2.0,0.0,0.0,3.0,2003.0
51,59,98059,47.5059,-122.149,430000.0,RENTON,WA,1850.0,2.0,0.0,0.0,3.0,1991.0
52,61,98148,47.4366,-122.335,289000.0,SEATTLE,WA,1260.0,1.0,0.0,0.0,3.0,1954.0
53,62,98166,47.4428,-122.344,505000.0,SEATTLE,WA,2519.0,2.0,0.0,0.0,5.0,1973.0
54,63,98115,47.6765,-122.32,549000.0,SEATTLE,WA,1540.0,3.0,0.0,0.0,3.0,2014.0
55,64,98122,47.6113,-122.297,425000.0,SEATTLE,WA,1660.0,1.0,0.0,0.0,3.0,1979.0
56,65,98144,47.5747,-122.304,317625.0,SEATTLE,WA,2770.0,1.0,0.0,0.0,5.0,1925.0
57,66,98004,47.5815,-122.192,975000.0,BELLEVUE,WA,2720.0,2.0,0.0,0.0,3.0,1989.0
58,67,98001,47.3378,-122.257,287000.0,AUBURN,WA,2240.0,2.0,0.0,0.0,3.0,2005.0
59,68,98042,47.3621,-122.11,204000.0,KENT,WA,1000.0,1.0,0.0,0.0,4.0,1968.0
60,69,98004,47.6303,-122.215,1330000.0,BELLEVUE,WA,,,,,,
61,71,98034,47.7362,-122.179,325000.0,KIRKLAND,WA,1260.0,1.0,0.0,0.0,4.0,1972.0
62,72,98125,47.7168,-122.287,571000.0,SEATTLE,WA,2750.0,1.0,0.0,0.0,5.0,1916.0
63,73,98038,47.3608,-122.036,360000.0,MAPLE VALLEY,WA,2380.0,2.0,0.0,0.0,3.0,2005.0
64,74,98042,47.3511,-122.073,349000.0,KENT,WA,1790.0,1.0,0.0,0.0,5.0,1965.0
65,75,98075,47.5822,-121.987,832500.0,SAMMAMISH,WA,3430.0,2.0,0.0,0.0,4.0,1986.0
66,76,98008,47.6034,-122.125,380000.0,BELLEVUE,WA,1760.0,1.0,0.0,0.0,3.0,1956.0
67,77,98116,47.5636,-122.394,480000.0,SEATTLE,WA,1040.0,1.0,0.0,0.0,3.0,1941.0
68,78,98133,47.7073,-122.34,410000.0,SEATTLE,WA,1410.0,1.0,0.0,0.0,4.0,1956.0
69,79,98010,47.342,-122.025,720000.0,BLACK DIAMOND,WA,3450.0,2.0,0.0,0.0,3.0,2002.0
70,80,98038,47.3512,-122.008,390000.0,MAPLE VALLEY,WA,2350.0,2.0,0.0,0.0,3.0,2003.0
71,81,98038,47.349,-122.031,360000.0,MAPLE VALLEY,WA,1900.0,2.0,0.0,0.0,3.0,1992.0
72,82,98118,47.5474,-122.291,355000.0,SEATTLE,WA,2020.0,1.0,0.0,0.0,3.0,1948.0
73,83,98059,47.4811,-122.149,356000.0,RENTON,WA,1680.0,1.0,0.0,0.0,3.0,1964.0
74,84,98125,47.7264,-122.31,315000.0,SEATTLE,WA,960.0,1.0,0.0,0.0,3.0,1952.0
75,85,98119,47.6337,-122.365,940000.0,SEATTLE,WA,2140.0,2.0,0.0,0.0,3.0,1925.0
76,86,98092,47.2909,-122.189,305000.0,AUBURN,WA,2660.0,1.0,0.0,0.0,5.0,1961.0
77,87,98056,47.5228,-122.199,461000.0,RENTON,WA,2770.0,2.0,0.0,0.0,3.0,2006.0
78,88,98056,47.518,-122.194,215000.0,RENTON,WA,1610.0,2.0,0.0,0.0,4.0,1979.0
79,89,98136,47.5394,-122.387,335000.0,SEATTLE,WA,1030.0,2.0,0.0,0.0,3.0,2006.0
80,90,98023,47.2897,-122.372,243500.0,FEDERAL WAY,WA,1980.0,2.0,0.0,0.0,3.0,1988.0
81,91,98199,47.6506,-122.391,1100000.0,SEATTLE,WA,3520.0,2.0,0.0,0.0,4.0,2001.0
82,92,98023,47.322,-122.351,153000.0,FEDERAL WAY,WA,1200.0,1.0,0.0,0.0,3.0,1962.0
83,93,98117,47.687,-122.386,430000.0,SEATTLE,WA,1580.0,1.0,0.0,0.0,3.0,1939.0
84,94,98117,47.687,-122.386,700000.0,SEATTLE,WA,1580.0,1.0,0.0,0.0,3.0,1939.0
85,95,98040,47.5873,-122.249,905000.0,MERCER ISLAND,WA,3300.0,1.0,0.0,0.0,3.0,1946.0
86,96,98032,47.3576,-122.277,247500.0,KENT,WA,1960.0,1.0,0.0,0.0,3.0,1967.0
87,97,98023,47.3036,-122.378,199000.0,FEDERAL WAY,WA,1160.0,1.0,0.0,0.0,4.0,1975.0
88,100,98102,47.6415,-122.315,850830.0,SEATTLE,WA,2070.0,1.0,0.0,0.0,5.0,1910.0
89,101,98117,47.6775,-122.372,555000.0,SEATTLE,WA,1980.0,1.0,0.0,0.0,4.0,1929.0
90,102,98077,47.7731,-122.08,699950.0,WOODINVILLE,WA,2190.0,2.0,0.0,0.0,4.0,1983.0
91,103,98004,47.5814,-122.196,1090000.0,BELLEVUE,WA,2920.0,2.0,0.0,0.0,3.0,1950.0
92,104,98058,47.4375,-122.184,290000.0,RENTON,WA,1210.0,1.0,0.0,0.0,3.0,1954.0
93,105,98058,47.4431,-122.133,375000.0,RENTON,WA,2340.0,1.0,0.0,0.0,4.0,1978.0
94,106,98117,47.6878,-122.38,460000.0,SEATTLE,WA,1670.0,1.0,0.0,0.0,4.0,1939.0
95,107,98198,47.3813,-122.322,188500.0,SEATTLE,WA,1240.0,1.0,0.0,0.0,4.0,1985.0
96,108,98077,47.7304,-122.082,680000.0,WOODINVILLE,WA,3140.0,2.0,0.0,0.0,4.0,1991.0
97,109,98052,47.6417,-122.109,470000.0,REDMOND,WA,2030.0,2.0,0.0,0.0,4.0,1942.0
98,110,98027,47.5386,-122.053,597750.0,ISSAQUAH,WA,2310.0,2.0,0.0,0.0,3.0,1984.0
99,111,98103,47.6823,-122.349,570000.0,SEATTLE,WA,1260.0,1.0,0.0,0.0,5.0,1905.0
100,112,98038,47.3624,-122.031,272500.0,MAPLE VALLEY,WA,1540.0,1.0,0.0,0.0,4.0,1980.0
101,113,98108,47.5474,-122.295,329950.0,SEATTLE,WA,,,,,,
102,114,98001,47.3183,-122.253,480000.0,AUBURN,WA,3230.0,2.0,0.0,0.0,3.0,2001.0
103,115,98117,47.6981,-122.368,740500.0,SEATTLE,WA,,,,,,
104,116,98103,47.6824,-122.347,518500.0,SEATTLE,WA,1590.0,3.0,0.0,0.0,3.0,2010.0
105,117,98178,47.5009,-122.248,205425.0,SEATTLE,WA,880.0,1.0,0.0,0.0,4.0,1945.0
106,118,98168,47.4965,-122.303,171800.0,SEATTLE,WA,1570.0,1.0,0.0,0.0,3.0,1950.0
107,119,98144,47.587,-122.294,535000.0,SEATTLE,WA,1610.0,1.0,0.0,0.0,4.0,1925.0
108,120,98177,47.7728,-122.386,660000.0,SEATTLE,WA,,,,,,
109,121,98034,47.7288,-122.226,391500.0,KIRKLAND,WA,1450.0,1.0,0.0,0.0,3.0,1987.0
110,122,98117,47.6999,-122.364,395000.0,SEATTLE,WA,770.0,1.0,0.0,0.0,3.0,1953.0
111,123,98118,47.5299,-122.266,445000.0,SEATTLE,WA,2100.0,1.0,0.0,0.0,5.0,1924.0
112,124,98052,47.6897,-122.098,770000.0,REDMOND,WA,2910.0,2.0,0.0,0.0,3.0,1990.0
113,125,98004,47.6141,-122.212,1450000.0,BELLEVUE,WA,,,,,,
114,126,98178,47.5091,-122.244,445000.0,SEATTLE,WA,,,,,,
115,127,98023,47.3129,-122.39,260000.0,FEDERAL WAY,WA,2160.0,1.0,0.0,0.0,3.0,1978.0
116,128,98103,47.6763,-122.352,822500.0,SEATTLE,WA,2320.0,2.0,0.0,0.0,5.0,1926.0
117,129,98065,47.5319,-121.85,430000.0,SNOQUALMIE,WA,2070.0,2.0,0.0,0.0,3.0,2004.0
118,130,98092,47.2761,-122.152,212000.0,AUBURN,WA,1060.0,1.0,0.0,0.0,4.0,1986.0
119,131,98027,47.5343,-122.054,660500.0,ISSAQUAH,WA,2010.0,1.0,0.0,0.0,3.0,1986.0
120,132,98052,47.697,-122.072,784000.0,REDMOND,WA,3950.0,1.0,0.0,0.0,3.0,1989.0
121,133,98029,47.5517,-121.998,453246.0,ISSAQUAH,WA,2010.0,2.0,0.0,0.0,3.0,2014.0
122,134,98107,47.6734,-122.38,675000.0,SEATTLE,WA,2140.0,3.0,0.0,0.0,3.0,2005.0
123,135,98003,47.3257,-122.296,199000.0,FEDERAL WAY,WA,1320.0,1.0,0.0,0.0,4.0,1956.0
124,136,98003,47.3309,-122.299,220000.0,FEDERAL WAY,WA,2020.0,1.0,0.0,0.0,3.0,1968.0
125,137,98028,47.7689,-122.266,452000.0,KENMORE,WA,2590.0,1.0,0.0,0.0,4.0,1968.0
126,138,98125,47.7135,-122.287,382500.0,SEATTLE,WA,1190.0,1.0,0.0,0.0,3.0,1981.0
127,139,98107,47.6722,-122.381,519950.0,SEATTLE,WA,1170.0,3.0,0.0,0.0,3.0,2014.0
128,140,98119,47.6338,-122.358,665000.0,SEATTLE,WA,1110.0,1.0,0.0,0.0,3.0,1925.0
129,141,98006,47.5707,-122.128,527700.0,BELLEVUE,WA,2820.0,1.0,0.0,0.0,4.0,1968.0
130,142,98058,47.4563,-122.171,205000.0,RENTON,WA,1610.0,1.0,0.0,0.0,4.0,1962.0
131,143,98133,47.7144,-122.351,420000.0,SEATTLE,WA,1060.0,1.0,0.0,0.0,4.0,1923.0
132,144,98006,47.5495,-122.174,500000.0,BELLEVUE,WA,2030.0,1.0,0.0,0.0,4.0,1961.0
133,146,98109,47.6354,-122.353,890000.0,SEATTLE,WA,2550.0,2.0,0.0,0.0,3.0,1905.0
134,148,98032,47.3887,-122.286,258000.0,KENT,WA,2260.0,1.0,0.0,0.0,4.0,1960.0
135,149,98103,47.6873,-122.336,511000.0,SEATTLE,WA,1430.0,1.0,0.0,0.0,3.0,1947.0
136,150,98103,47.6838,-122.353,532170.0,SEATTLE,WA,1360.0,2.0,0.0,0.0,3.0,1990.0
137,151,98107,47.655,-122.359,560000.0,SEATTLE,WA,1110.0,1.0,0.0,0.0,3.0,1947.0
138,152,98003,47.3255,-122.304,282950.0,FEDERAL WAY,WA,1250.0,1.0,0.0,0.0,4.0,1954.0
139,154,98115,47.679,-122.3,350000.0,SEATTLE,WA,700.0,1.0,0.0,0.0,3.0,1942.0
140,155,98058,47.4479,-122.176,215000.0,RENTON,WA,1180.0,1.0,0.0,0.0,4.0,1967.0
141,156,98056,47.525,-122.172,650000.0,RENTON,WA,3960.0,2.0,0.0,0.0,3.0,1996.0
142,157,98023,47.3135,-122.369,320000.0,FEDERAL WAY,WA,2640.0,1.0,0.0,0.0,3.0,1967.0
143,158,98022,47.2086,-121.996,247000.0,ENUMCLAW,WA,1270.0,1.0,0.0,0.0,3.0,1916.0
144,159,98059,47.4715,-122.118,320000.0,RENTON,WA,1760.0,1.0,0.0,0.0,4.0,1968.0
145,160,98146,47.4877,-122.335,255000.0,SEATTLE,WA,2060.0,1.0,0.0,0.0,3.0,1962.0
146,161,98034,47.7171,-122.193,438000.0,KIRKLAND,WA,1780.0,1.0,0.0,0.0,3.0,1962.0
147,162,98075,47.6012,-122.023,900000.0,SAMMAMISH,WA,3400.0,2.0,0.0,0.0,3.0,2000.0
148,163,98034,47.7319,-122.224,441000.0,KIRKLAND,WA,1910.0,1.0,0.0,0.0,3.0,1979.0
149,164,98027,47.4582,-122.023,420000.0,ISSAQUAH,WA,2020.0,1.0,0.0,0.0,4.0,1975.0
150,165,98034,47.7209,-122.168,370000.0,KIRKLAND,WA,1580.0,1.0,0.0,0.0,3.0,1976.0
151,166,98198,47.408,-122.327,269950.0,SEATTLE,WA,1340.0,1.0,0.0,0.0,5.0,1949.0
152,167,98006,47.565,-122.125,807100.0,BELLEVUE,WA,2680.0,2.0,0.0,0.0,3.0,1999.0
153,168,98034,47.7028,-122.231,653000.0,KIRKLAND,WA,2680.0,1.0,0.0,0.0,4.0,1979.0
154,169,98133,47.7458,-122.331,371500.0,SEATTLE,WA,1370.0,1.0,0.0,0.0,5.0,1964.0
155,170,98166,47.4776,-122.337,284000.0,SEATTLE,WA,1560.0,1.0,0.0,0.0,3.0,1954.0
156,171,98023,47.3026,-122.374,272000.0,FEDERAL WAY,WA,2160.0,1.0,0.0,0.0,4.0,1978.0
157,172,98133,47.7658,-122.339,313000.0,SEATTLE,WA,1340.0,1.0,0.0,0.0,3.0,1955.0
158,173,98033,47.6477,-122.182,917500.0,KIRKLAND,WA,3880.0,2.0,0.0,0.0,3.0,1984.0
159,174,98006,47.5619,-122.125,673000.0,BELLEVUE,WA,2590.0,2.0,0.0,0.0,4.0,1980.0
160,175,98122,47.6106,-122.31,425000.0,SEATTLE,WA,1120.0,2.0,0.0,0.0,3.0,2008.0
161,176,98144,47.5868,-122.308,399950.0,SEATTLE,WA,1970.0,1.0,0.0,0.0,3.0,1986.0
162,177,98122,47.6101,-122.307,385000.0,SEATTLE,WA,1220.0,1.0,0.0,0.0,3.0,1901.0
163,178,98022,47.1976,-121.999,269950.0,ENUMCLAW,WA,,,,,,
164,179,98177,47.7224,-122.358,330000.0,SEATTLE,WA,1350.0,1.0,0.0,0.0,3.0,1949.0
165,180,98030,47.3505,-122.179,260000.0,KENT,WA,1670.0,2.0,0.0,0.0,3.0,1988.0
166,181,98126,47.5384,-122.376,470000.0,SEATTLE,WA,2380.0,1.0,0.0,0.0,4.0,1925.0
167,182,98034,47.7044,-122.2,589000.0,KIRKLAND,WA,2440.0,2.0,0.0,0.0,5.0,1961.0
168,183,98038,47.3848,-122.039,163500.0,MAPLE VALLEY,WA,1050.0,2.0,0.0,0.0,3.0,1996.0
169,184,98052,47.6993,-122.102,835000.0,REDMOND,WA,3130.0,2.0,0.0,0.0,3.0,1993.0
170,186,98023,47.3099,-122.379,269000.0,FEDERAL WAY,WA,1490.0,1.0,0.0,0.0,4.0,1969.0
171,187,98074,47.62,-122.043,560000.0,SAMMAMISH,WA,1900.0,2.0,0.0,0.0,3.0,1987.0
172,188,98103,47.65,-122.34,615000.0,SEATTLE,WA,1330.0,1.0,0.0,0.0,4.0,1901.0
173,189,98052,47.6647,-122.153,585188.0,REDMOND,WA,2230.0,1.0,0.0,0.0,3.0,1975.0
174,190,98034,47.726000000000006,-122.191,305000.0,KIRKLAND,WA,1650.0,1.0,0.0,0.0,3.0,1977.0
175,191,98058,47.4616,-122.184,166950.0,RENTON,WA,1190.0,1.0,0.0,0.0,3.0,1959.0
176,192,98040,47.5505,-122.219,799000.0,MERCER ISLAND,WA,2140.0,1.0,0.0,0.0,4.0,1959.0
177,193,98133,47.7606,-122.336,400000.0,SEATTLE,WA,2180.0,1.0,0.0,0.0,4.0,1962.0
178,194,98155,47.7481,-122.3,230000.0,SEATTLE,WA,1060.0,1.0,0.0,0.0,3.0,1948.0
179,195,98023,47.2779,-122.347,256883.0,FEDERAL WAY,WA,1690.0,2.0,0.0,0.0,3.0,2003.0
180,196,98108,47.5511,-122.312,423000.0,SEATTLE,WA,1970.0,1.0,0.0,0.0,5.0,1920.0
181,197,98126,47.5488,-122.372,465000.0,SEATTLE,WA,2150.0,2.0,0.0,0.0,3.0,2007.0
182,198,98024,47.5385,-121.911,440000.0,FALL CITY,WA,1910.0,2.0,0.0,0.0,3.0,1997.0
183,200,98056,47.5093,-122.184,210000.0,RENTON,WA,860.0,1.0,0.0,0.0,4.0,1943.0
184,201,98042,47.3777,-122.165,297000.0,KENT,WA,1940.0,2.0,0.0,0.0,3.0,1994.0
185,202,98107,47.675,-122.394,470000.0,SEATTLE,WA,1010.0,1.0,0.0,0.0,3.0,1952.0
186,203,98023,47.3025,-122.37,226500.0,FEDERAL WAY,WA,1300.0,1.0,0.0,0.0,4.0,1976.0
187,204,98059,47.4787,-122.158,274250.0,RENTON,WA,910.0,1.0,0.0,0.0,4.0,1962.0
188,205,98040,47.5378,-122.219,840000.0,MERCER ISLAND,WA,2480.0,1.0,0.0,0.0,4.0,1966.0
189,206,98052,47.7073,-122.114,677900.0,REDMOND,WA,2440.0,2.0,0.0,0.0,3.0,2010.0
190,207,98116,47.5733,-122.381,425000.0,SEATTLE,WA,1010.0,1.0,0.0,0.0,3.0,1915.0
191,208,98166,47.4604,-122.339,180250.0,SEATTLE,WA,900.0,1.0,0.0,0.0,3.0,1941.0
192,209,98133,47.7067,-122.343,464000.0,SEATTLE,WA,2300.0,2.0,0.0,0.0,3.0,1920.0
193,210,98038,47.354,-122.047,320000.0,MAPLE VALLEY,WA,1550.0,2.0,0.0,0.0,3.0,1993.0
194,211,98105,47.6647,-122.284,625504.0,SEATTLE,WA,1270.0,2.0,0.0,0.0,3.0,2014.0
195,212,98074,47.6143,-122.017,592500.0,SAMMAMISH,WA,2240.0,1.0,0.0,0.0,3.0,1983.0
196,213,98001,47.3185,-122.275,465000.0,AUBURN,WA,2714.0,2.0,0.0,0.0,3.0,2005.0
197,214,98118,47.5458,-122.268,477000.0,SEATTLE,WA,1720.0,2.0,0.0,0.0,3.0,1978.0
198,215,98168,47.4889,-122.299,280000.0,SEATTLE,WA,850.0,1.0,0.0,0.0,3.0,1923.0
199,217,98146,47.5133,-122.379,445838.0,SEATTLE,WA,2250.0,2.0,0.0,0.0,3.0,2000.0
200,219,98177,47.7145,-122.367,467000.0,SEATTLE,WA,1320.0,1.0,0.0,0.0,4.0,1947.0
201,220,98075,47.5836,-122.026,686000.0,SAMMAMISH,WA,2760.0,2.0,0.0,0.0,3.0,1999.0
202,221,98198,47.398,-122.299,279950.0,SEATTLE,WA,1750.0,1.0,0.0,0.0,3.0,1961.0
203,222,98011,47.7663,-122.215,527000.0,BOTHELL,WA,2330.0,2.0,0.0,0.0,3.0,1987.0
204,223,98030,47.3758,-122.217,325000.0,KENT,WA,2220.0,1.0,0.0,0.0,4.0,1966.0
205,224,98038,47.3828,-122.023,328000.0,MAPLE VALLEY,WA,2020.0,2.0,0.0,0.0,3.0,1994.0
206,225,98146,47.5123,-122.373,390000.0,SEATTLE,WA,1250.0,1.0,0.0,0.0,5.0,1942.0
207,226,98053,47.7076,-122.013,479950.0,REDMOND,WA,1510.0,1.0,0.0,0.0,3.0,2005.0
208,227,98023,47.2922,-122.371,264950.0,FEDERAL WAY,WA,1720.0,1.0,0.0,0.0,4.0,1978.0
209,228,98031,47.4075,-122.214,235000.0,KENT,WA,1430.0,1.0,0.0,0.0,4.0,1961.0
210,229,98053,47.6794,-122.034,516500.0,REDMOND,WA,1480.0,2.0,0.0,0.0,3.0,2004.0
211,231,98059,47.5218,-122.164,500000.0,RENTON,WA,2280.0,1.0,0.0,0.0,5.0,1960.0
212,232,98023,47.3103,-122.339,315000.0,FEDERAL WAY,WA,2940.0,1.0,0.0,0.0,3.0,1978.0
213,233,98024,47.5687,-121.899,213000.0,FALL CITY,WA,1000.0,1.0,0.0,0.0,3.0,1961.0
214,234,98108,47.5575,-122.303,475000.0,SEATTLE,WA,2480.0,1.0,0.0,0.0,5.0,1947.0
215,235,98033,47.6489,-122.183,1030000.0,KIRKLAND,WA,3760.0,2.0,0.0,0.0,3.0,1983.0
216,236,98010,47.3459,-121.95,416000.0,BLACK DIAMOND,WA,2220.0,1.0,0.0,0.0,5.0,1976.0
217,237,98122,47.6136,-122.303,410000.0,SEATTLE,WA,1970.0,1.0,0.0,0.0,3.0,1904.0
218,240,98003,47.3173,-122.319,225000.0,FEDERAL WAY,WA,1430.0,1.0,0.0,0.0,4.0,1968.0
219,241,98126,47.5308,-122.376,210000.0,SEATTLE,WA,830.0,1.0,0.0,0.0,3.0,1940.0
220,242,98115,47.6727,-122.299,455000.0,SEATTLE,WA,1430.0,1.0,0.0,0.0,2.0,1925.0
221,243,98002,47.3221,-122.216,225000.0,AUBURN,WA,1300.0,1.0,0.0,0.0,4.0,1954.0
222,244,98103,47.6779,-122.353,480000.0,SEATTLE,WA,,,,,,
223,245,98023,47.3076,-122.395,363000.0,FEDERAL WAY,WA,2740.0,2.0,0.0,0.0,3.0,1990.0
224,247,98106,47.5218,-122.357,181000.0,SEATTLE,WA,720.0,1.0,0.0,0.0,3.0,1954.0
225,248,98002,47.2785,-122.213,250000.0,AUBURN,WA,2010.0,1.0,0.0,0.0,4.0,1976.0
226,249,98103,47.6846,-122.345,481000.0,SEATTLE,WA,1560.0,1.0,0.0,0.0,4.0,1918.0
227,250,98032,47.3656,-122.278,260000.0,KENT,WA,1810.0,1.0,0.0,0.0,4.0,1978.0
228,251,98058,47.4369,-122.111,455000.0,RENTON,WA,3360.0,2.0,0.0,0.0,3.0,2001.0
229,253,98118,47.5405,-122.27,349500.0,SEATTLE,WA,1400.0,1.0,0.0,0.0,3.0,1953.0
230,254,98030,47.3507,-122.178,245000.0,KENT,WA,1730.0,2.0,0.0,0.0,3.0,1987.0
231,255,98115,47.6979,-122.32,592500.0,SEATTLE,WA,,,,,,
232,256,98106,47.5278,-122.345,385000.0,SEATTLE,WA,2360.0,1.0,0.0,0.0,4.0,1955.0
233,257,98059,47.4756,-122.147,315000.0,RENTON,WA,1580.0,1.0,0.0,0.0,4.0,1974.0
234,259,98052,47.7048,-122.109,693000.0,REDMOND,WA,2460.0,2.0,0.0,0.0,3.0,2006.0
235,260,98112,47.6362,-122.302,780000.0,SEATTLE,WA,1660.0,1.0,0.0,0.0,3.0,1911.0
236,261,98198,47.4207,-122.29,237000.0,SEATTLE,WA,1270.0,1.0,0.0,0.0,4.0,1960.0
237,262,98074,47.6154,-122.047,525000.0,SAMMAMISH,WA,2100.0,2.0,0.0,0.0,3.0,1979.0
238,263,98144,47.5964,-122.299,425000.0,SEATTLE,WA,770.0,1.0,0.0,0.0,3.0,1930.0
239,265,98031,47.4045,-122.171,290000.0,KENT,WA,1700.0,2.0,0.0,0.0,4.0,1988.0
240,266,98106,47.5544,-122.358,285000.0,SEATTLE,WA,1120.0,1.0,0.0,0.0,3.0,1954.0
